"Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","Satisfaction.Score","Card.Type","Point.Earned"
"Hsueh",711,"France","Male","64",4,0,2,1,1,3185.67,0,1,"GOLD",949
"Gray",574,"France","Female","39",2,122524.61,2,1,0,88463.63,0,1,"SILVER",686
"Wright",619,"France","Female","35",8,132292.63,1,1,0,65682.93,0,1,"DIAMOND",508
"Chiemeka",588,"France","Female","24",0,0,2,1,1,140586.08,0,3,"PLATINUM",715
"Chung",760,"Germany","Female","49",9,91502.99,1,1,0,117232.9,1,5,"PLATINUM",511
"Pinto",665,"France","Male","52",3,0,1,1,0,116137.01,1,1,"GOLD",307
"Kellway",739,"Germany","Male","29",3,59385.98,2,1,1,105533.96,0,5,"PLATINUM",429
"Sopuluchi",641,"France","Male","77",9,0,3,1,1,81514.06,0,4,"PLATINUM",846
"Spitzer",685,"Germany","Female","21",6,97956.5,1,1,1,164966.27,0,2,"SILVER",220
"Potter",594,"France","Female","49",4,0,2,1,1,23631.55,0,3,"PLATINUM",801
"Matthews",557,"Spain","Female","40",4,0,2,0,1,105433.53,0,2,"SILVER",281
"Nicholls",697,"France","Male","27",8,141223.68,2,1,0,90591.15,0,1,"PLATINUM",900
"McDonald",656,"France","Male","18",10,151762.74,1,0,1,127014.32,0,2,"GOLD",778
"Fiorentini",712,"Germany","Male","43",1,141749.74,2,0,1,90905.26,0,4,"PLATINUM",957
"Kovalyova",689,"Spain","Male","38",5,75075.14,1,1,1,8651.92,1,4,"GOLD",731
"Miah",697,"France","Female","25",4,165686.11,2,1,0,15467.98,0,5,"DIAMOND",694
"Builder",589,"France","Male","38",2,0,1,1,0,79915.28,0,2,"SILVER",985
"Baddeley",525,"Spain","Female","25",10,0,2,1,0,69361.95,0,5,"GOLD",428
"Hu",680,"France","Male","44",3,0,2,1,0,86935.08,0,5,"SILVER",254
"Hs?",617,"France","Female","28",0,0,2,1,1,7597.83,1,3,"SILVER",922
"Ford",680,"France","Male","32",5,92961.61,1,1,0,116957.6,0,1,"GOLD",618
"Todd",662,"Spain","Female","30",9,0,2,0,1,157884.83,0,5,"SILVER",479
"Johnston",736,"Germany","Male","46",5,130812.91,1,1,1,77981.54,1,3,"SILVER",610
"Obiajulu",657,"Germany","Male","57",8,107174.58,1,1,1,126369.55,1,2,"SILVER",288
"Azubuike",350,"Spain","Male","54",1,152677.48,1,1,1,191973.49,1,3,"SILVER",643
"Padovesi",617,"France","Male","30",3,132005.77,1,1,0,142940.39,0,5,"GOLD",285
"Farmer",562,"France","Male","35",7,0,1,0,0,48869.67,0,3,"GOLD",863
"Ignatieff",705,"Spain","Female","23",5,0,2,1,1,73131.73,0,4,"SILVER",308
"Lu",516,"France","Female","33",7,127305.5,1,1,1,120037.36,0,4,"GOLD",924
"Artemiev",573,"France","Female","37",6,0,2,1,0,193995.37,0,4,"PLATINUM",326
"Okonkwo",538,"Spain","Female","31",0,0,2,0,0,179453.66,0,5,"SILVER",798
"Dore",699,"France","Male","39",9,0,1,1,0,80963.92,0,2,"DIAMOND",966
"T'ang",504,"Germany","Male","32",8,170291.22,2,0,1,15658.99,0,2,"GOLD",391
"Ashbolt",583,"Spain","Male","47",5,102562.23,1,1,0,92708.1,0,3,"SILVER",948
"Bazarova",712,"Spain","Male","53",2,111061.01,2,0,0,26542.17,0,2,"GOLD",345
"Buccho",626,"Spain","Male","62",3,0,1,1,1,65010.74,0,1,"PLATINUM",930
"Burn",631,"France","Female","34",4,124379.14,1,1,0,106892.91,0,1,"SILVER",461
"Andreyev",663,"France","Female","37",7,0,1,1,1,185210.63,0,5,"PLATINUM",885
"Endrizzi",506,"Germany","Female","41",3,57745.76,1,1,0,4035.46,0,1,"SILVER",908
"Brown",570,"Germany","Female","50",5,129293.74,1,1,0,177805.44,1,4,"DIAMOND",988
"Nock",703,"France","Female","45",7,0,2,1,1,68831.72,0,1,"PLATINUM",662
"Okeke",698,"Germany","Female","40",8,150777.1,1,1,0,114732.62,0,3,"GOLD",981
"Cunningham",731,"Spain","Male","41",4,0,2,1,0,22299.27,0,1,"GOLD",968
"Kelley",625,"France","Male","34",6,0,2,0,0,197283.2,0,5,"PLATINUM",503
"Wilson",634,"Spain","Male","31",9,108632.48,1,1,1,179485.96,1,5,"DIAMOND",760
"Woods",616,"France","Male","59",5,153861.1,1,1,1,17699.48,0,4,"SILVER",681
"McFarland",500,"France","Male","56",1,100374.58,1,1,0,118490.8,1,4,"DIAMOND",950
"Cisneros",446,"France","Male","32",8,0,2,0,0,133292.94,0,2,"SILVER",444
"Borchgrevink",669,"France","Female","47",9,61196.54,1,1,0,58170.24,0,5,"SILVER",269
"Rozhkova",581,"Germany","Male","31",6,116891.72,1,1,0,107137.3,0,2,"SILVER",258
"Bradley",704,"Germany","Female","54",6,133656.91,3,1,0,145071.33,1,1,"PLATINUM",329
"Obialo",748,"France","Male","44",2,92911.52,1,0,1,85495.24,0,5,"PLATINUM",805
"Hudson",680,"Spain","Female","31",9,119825.75,2,1,1,101139.3,0,5,"DIAMOND",307
"Veltri",655,"France","Female","37",7,111852.84,2,1,0,10511.13,0,3,"SILVER",313
"Mazzanti",690,"Germany","Male","32",0,106683.52,2,1,1,137916.49,0,1,"PLATINUM",615
"Thorpe",695,"Germany","Male","40",7,139022.24,1,0,1,193383.13,0,2,"DIAMOND",227
"Golibe",700,"Germany","Female","40",4,148571.07,1,1,0,189826.96,1,2,"SILVER",266
"Udinesi",773,"France","Male","52",4,0,1,0,1,144113.42,0,4,"SILVER",748
"Stewart",749,"France","Male","42",1,129776.72,2,0,1,143538.51,0,5,"DIAMOND",942
"Curtis",611,"France","Female","46",5,0,1,1,0,77677.14,1,4,"PLATINUM",749
"Hayden",606,"Spain","Female","46",8,0,2,1,1,183717.94,0,2,"DIAMOND",939
"H?",554,"France","Male","24",10,0,1,0,0,92180.62,0,5,"SILVER",398
"Campbell",567,"France","Female","37",7,0,2,1,1,28690.9,0,4,"PLATINUM",601
"Green",559,"Spain","Male","24",3,114739.92,1,1,0,85891.02,1,4,"SILVER",327
"P'eng",594,"Germany","Male","41",2,122545.65,2,1,1,42050.24,0,2,"DIAMOND",866
"Cremonesi",513,"France","Female","37",6,0,2,1,0,110142.34,0,1,"SILVER",743
"Liang",652,"Germany","Female","26",1,131908.35,1,1,1,179269.79,0,1,"PLATINUM",343
"Gough",680,"Germany","Female","42",7,105722.69,1,1,1,90558.24,1,1,"DIAMOND",269
"Bates",784,"Spain","Male","33",10,0,2,1,0,162022.47,0,3,"PLATINUM",562
"Padovesi",812,"Spain","Female","44",8,0,3,1,0,66926.83,1,2,"PLATINUM",812
"Yin",784,"Spain","Female","40",8,0,2,1,0,108891.3,0,2,"PLATINUM",672
"Kharlamov",570,"France","Female","18",4,82767.42,1,1,0,71811.9,0,5,"SILVER",507
"Nicholls",712,"France","Female","42",1,87842.98,1,0,0,92223.59,0,4,"PLATINUM",927
"Burns",705,"Spain","Male","39",6,133261.13,1,1,1,78065.9,0,4,"GOLD",344
"Fleming",681,"Spain","Female","32",3,0,2,1,1,59679.9,0,1,"SILVER",526
"Watson",620,"France","Male","41",0,97925.11,1,1,0,85000.32,0,3,"GOLD",836
"Obiajulu",711,"France","Male","52",5,0,1,1,1,159808.95,0,2,"SILVER",258
"Han",613,"France","Female","24",7,140453.91,1,1,0,129001.3,0,2,"DIAMOND",245
"Ferguson",613,"Germany","Female","20",0,117356.19,1,0,0,113557.7,1,4,"DIAMOND",637
"Tao",682,"Spain","Male","36",5,0,2,1,1,147758.51,0,5,"GOLD",628
"Le Grand",850,"Spain","Male","37",4,137204.77,1,1,1,28865.59,0,5,"DIAMOND",687
"Valdez",601,"France","Female","41",1,0,2,0,1,160607.06,0,4,"SILVER",856
"Cunningham",595,"Spain","Male","35",8,0,1,1,0,100015.79,1,1,"SILVER",645
"Godfrey",675,"Spain","Male","36",3,54098.18,2,0,1,54478.52,0,4,"PLATINUM",432
"Mai",591,"Spain","Male","31",8,0,1,1,1,141677.33,0,1,"GOLD",997
"Walker",602,"France","Male","23",7,113758.48,2,0,0,84077.6,0,4,"DIAMOND",719
"Pirozzi",554,"Spain","Female","34",8,0,1,0,1,106981.03,0,4,"DIAMOND",539
"Feng",541,"France","Male","37",9,118636.92,1,1,1,73551.44,0,2,"GOLD",771
"Akabueze",506,"France","Male","34",7,0,2,0,0,115842.1,0,1,"DIAMOND",929
"Robson",814,"Germany","Male","44",8,95488.82,2,0,0,107013.59,0,4,"DIAMOND",474
"Yevdokimova",683,"France","Male","30",8,110829.52,2,0,0,24938.84,0,2,"PLATINUM",698
"Ijendu",485,"Germany","Male","51",7,144244.59,2,1,0,51113.14,0,4,"PLATINUM",633
"Colombo",696,"Germany","Female","31",8,122021.92,2,1,0,33828.64,0,3,"SILVER",896
"Akubundu",608,"France","Female","30",8,0,2,1,0,128875.86,0,2,"GOLD",657
"Francis",792,"France","Male","50",9,0,4,1,1,194700.81,1,4,"DIAMOND",369
"Marshall",686,"Spain","Male","22",5,0,2,1,0,158974.45,0,2,"SILVER",968
"Rhodes",790,"Germany","Male","42",1,85839.62,1,1,0,198182.73,0,5,"GOLD",226
"Y?",654,"France","Female","29",4,96974.97,1,0,1,141404.07,0,2,"DIAMOND",342
"Bell",452,"France","Male","35",4,148172.44,1,1,1,4175.68,0,3,"GOLD",939
"Kerr",719,"Spain","Male","38",0,0,1,1,0,126876.47,0,1,"SILVER",954
"Jideofor",707,"France","Female","40",5,0,2,1,0,41052.82,0,2,"DIAMOND",763
"Robertson",699,"France","Female","49",2,0,1,0,0,105760.01,0,4,"PLATINUM",370
"Kao",850,"Spain","Male","30",2,0,2,0,1,27937.12,0,1,"PLATINUM",663
"Palmer",828,"Spain","Male","28",8,134766.85,1,1,0,79355.87,0,3,"GOLD",738
"Mackay",850,"Germany","Male","30",5,123210.56,2,1,1,102180.27,0,4,"DIAMOND",749
"Burgmann",712,"Spain","Male","47",1,139887.01,1,1,1,95719.73,0,4,"GOLD",583
"Davis",634,"France","Male","44",9,149961.11,1,1,0,57121.51,0,2,"GOLD",673
"Milano",730,"Germany","Male","45",6,152880.97,1,0,0,162478.11,0,4,"PLATINUM",856
"Dellucci",685,"Germany","Male","43",9,108589.47,2,0,1,194808.51,0,4,"GOLD",376
"Coles",809,"Spain","Male","33",9,0,1,1,1,124045.65,0,5,"GOLD",452
"Gray",707,"Spain","Female","35",3,56674.48,1,1,0,17987.4,1,4,"DIAMOND",845
"Macvitie",648,"Spain","Male","32",8,0,1,1,0,133653.38,0,4,"SILVER",687
"Townsend",760,"Spain","Female","57",1,0,2,1,1,25101.17,0,2,"PLATINUM",687
"Pope",805,"Germany","Female","33",3,105663.56,2,0,1,33330.89,0,3,"SILVER",709
"Jensen",585,"France","Female","39",7,0,2,1,0,2401.26,0,5,"PLATINUM",601
"Thomson",595,"Spain","Female","30",5,100683.54,1,1,1,178361.04,0,3,"SILVER",376
"Chiazagomekpele",630,"France","Male","42",6,0,2,1,0,162697.93,0,1,"GOLD",986
"Ozuluonye",627,"Germany","Male","29",5,139541.58,2,1,0,80607.33,0,1,"DIAMOND",662
"Wright",631,"Germany","Female","37",2,121801.72,2,0,1,23146.62,0,3,"GOLD",396
"Lung",776,"Germany","Male","38",5,112281.7,1,0,1,89893.6,0,4,"DIAMOND",962
"Lombardo",676,"Spain","Female","36",4,0,2,1,1,3173.31,0,2,"PLATINUM",539
"Leonard",758,"Spain","Female","40",5,93499.82,2,0,0,123218.81,0,1,"DIAMOND",793
"Johnston",637,"France","Male","33",0,132255.99,2,0,1,74588.41,0,1,"GOLD",284
"P'eng",850,"France","Male","20",7,0,2,1,0,31288.77,0,1,"DIAMOND",396
"Amechi",601,"Spain","Female","44",4,0,2,1,0,58561.31,0,1,"GOLD",281
"Fang",735,"France","Male","49",5,121973.28,1,1,0,148804.36,0,1,"DIAMOND",916
"Docherty",614,"Germany","Male","32",7,99462.8,2,1,1,51117.06,0,5,"PLATINUM",238
"Horton",672,"Germany","Female","21",3,165878.76,2,1,1,164537.17,0,2,"DIAMOND",412
"Vincent",642,"France","Male","30",8,117494.27,1,0,0,61977.82,0,4,"DIAMOND",486
"Onio",633,"Germany","Female","29",0,138577.34,1,1,0,193362.99,0,1,"DIAMOND",503
"Schiavone",769,"Spain","Male","39",9,0,1,1,1,47722.79,0,3,"PLATINUM",851
"Chandler",796,"Spain","Male","41",8,107525.07,1,1,0,18510.41,0,2,"SILVER",606
"Fiorentino",715,"France","Male","23",7,139224.92,2,1,0,65057.71,0,1,"DIAMOND",385
"Butusov",695,"France","Female","42",7,121453.63,1,0,0,46374.64,0,2,"GOLD",564
"Wang",747,"France","Female","25",4,0,2,0,1,42039.67,0,1,"GOLD",914
"Alexeieva",584,"Germany","Female","54",1,77354.37,1,0,0,138192.98,1,5,"SILVER",668
"Vinogradova",476,"France","Male","40",6,0,1,1,1,22735.45,0,4,"PLATINUM",507
"Hughes",850,"France","Female","39",7,79259.99,1,0,1,186910.74,0,1,"DIAMOND",976
"Ts'ao",529,"France","Male","30",2,116295.29,1,1,0,75285.47,0,4,"PLATINUM",997
"Bage",584,"Spain","Female","59",1,0,1,0,1,130260.11,1,1,"PLATINUM",462
"Yudina",586,"Germany","Male","34",9,74309.81,1,1,0,15034.93,0,5,"GOLD",248
"Naquin",674,"Germany","Male","34",2,152797.9,1,1,0,175709.4,1,4,"GOLD",385
"Endrizzi",552,"France","Male","42",9,133701.07,2,1,0,101069.71,1,4,"SILVER",523
"Tang",601,"Germany","Female","33",7,114430.18,2,1,1,153012.13,0,2,"SILVER",976
"Schroeder",541,"France","Male","29",7,127504.57,1,0,0,86173.92,0,4,"DIAMOND",647
"Swearingen",744,"Germany","Female","41",2,84113.41,1,1,0,197548.63,0,2,"SILVER",428
"McGregor",595,"Spain","Female","23",10,101126.66,2,0,0,37042.8,0,4,"SILVER",586
"Onyeorulu",724,"Germany","Male","33",5,103564.83,2,1,0,121085.72,0,1,"GOLD",352
"Clarke",533,"Spain","Female","52",7,0,1,0,1,194113.99,1,5,"DIAMOND",590
"Smith",618,"France","Male","37",2,168178.21,2,0,1,101273.23,0,1,"SILVER",576
"Kozlova",523,"Germany","Female","39",1,143903.11,1,1,1,118711.75,1,1,"SILVER",732
"Nekrasov",642,"Germany","Female","30",5,129753.69,1,1,0,582.53,0,1,"SILVER",515
"Olague",584,"France","Male","35",9,0,2,1,0,192381.21,0,3,"GOLD",490
"Holt",521,"France","Male","38",5,110641.18,1,0,1,136507.69,1,4,"SILVER",815
"Olsen",662,"France","Female","36",4,166909.2,2,1,0,138871.12,1,5,"GOLD",970
"Mazzi",758,"France","Female","34",1,154139.45,1,1,1,60728.89,0,1,"PLATINUM",533
"Niu",717,"France","Male","38",7,97459.06,1,0,0,189175.71,0,2,"PLATINUM",676
"Graham",611,"France","Male","40",1,0,2,1,1,102547.56,0,2,"SILVER",991
"Millar",766,"Germany","Male","43",6,112088.04,2,1,1,36706.56,0,5,"DIAMOND",306
"Bell",636,"France","Female","34",3,0,2,1,1,44756.25,0,5,"SILVER",524
"Kelly",814,"France","Female","48",7,0,2,1,1,132870.15,0,1,"GOLD",260
"T'an",760,"Spain","Male","28",1,141038.57,2,0,0,16287.38,0,4,"DIAMOND",882
"Davila",607,"Germany","Male","39",2,84468.67,2,1,1,121945.42,0,5,"SILVER",331
"Willis",725,"Spain","Female","36",4,118520.26,1,0,0,131173.9,1,1,"PLATINUM",663
"Dumetochukwu",600,"France","Male","37",1,142663.46,1,0,1,88669.89,0,3,"SILVER",917
"Giles",656,"Germany","Male","27",4,118627.16,2,1,1,160835.3,0,4,"SILVER",563
"O'Meara",640,"Spain","Male","34",1,137523.02,1,0,0,24761.36,0,1,"GOLD",994
"Yao",439,"France","Male","28",7,110976.23,2,1,0,138526.96,0,4,"PLATINUM",566
"Wallace",549,"France","Female","38",8,107283.4,1,0,0,157442.75,0,4,"SILVER",555
"T'ien",622,"France","Male","38",5,0,2,0,0,105295.77,0,1,"SILVER",773
"Ndubueze",715,"France","Male","34",4,124314.45,1,0,0,97782.92,0,2,"SILVER",874
"Chukwuraenye",657,"France","Female","41",5,95858.37,1,1,1,68255.88,0,2,"DIAMOND",529
"K'ung",703,"France","Male","36",2,0,2,1,0,108790.95,0,2,"SILVER",433
"Stevenson",802,"France","Male","33",8,0,2,1,0,143706.18,0,1,"SILVER",956
"Marshall",793,"Spain","Female","36",0,0,1,0,0,148993.47,0,2,"SILVER",847
"Hayward",554,"France","Female","35",6,117707.18,2,0,0,95277.15,1,2,"DIAMOND",643
"Tipton",533,"Spain","Male","38",1,135289.33,2,0,1,152956.33,0,1,"GOLD",867
"Gibson",658,"France","Male","36",8,174060.46,1,1,1,94925.62,0,1,"GOLD",603
"Fraser",713,"Germany","Male","40",3,114446.84,2,1,1,87308.18,0,4,"DIAMOND",391
"Fang",711,"Spain","Male","37",2,0,2,1,0,83978.86,1,4,"GOLD",407
"Dubinina",669,"France","Male","25",1,157848.53,1,0,0,37543.93,1,3,"GOLD",354
"Morey",439,"France","Female","43",8,0,1,0,1,104889.3,0,1,"GOLD",663
"Todd",763,"Spain","Female","37",6,0,2,1,1,149705.25,0,5,"SILVER",799
"Forbes",697,"Germany","Female","74",3,108071.36,2,1,1,16445.79,0,3,"DIAMOND",525
"De Salis",702,"Spain","Female","35",8,14262.8,2,1,0,54689.16,0,3,"SILVER",372
"Barry",686,"Spain","Male","41",7,102749.72,1,0,1,194913.86,0,2,"DIAMOND",561
"Afamefuna",629,"Spain","Male","36",1,161757.87,2,1,1,146371.72,0,2,"DIAMOND",642
"Ibbott",823,"France","Male","38",1,0,2,1,0,156603.7,0,2,"SILVER",825
"Marshall",683,"Germany","Female","35",5,95698.79,1,0,1,182566.76,0,1,"PLATINUM",986
"Law",555,"France","Male","37",9,124969.13,1,1,0,60194.05,0,2,"GOLD",904
"Pinto",647,"Germany","Male","44",4,93960.35,1,1,0,36579.53,1,2,"SILVER",417
"Chinedum",714,"France","Female","51",4,88308.87,3,0,0,5862.53,1,3,"GOLD",738
"McKay",850,"Spain","Female","39",10,0,2,1,1,143030.09,0,3,"DIAMOND",440
"Otutodilinna",713,"France","Female","59",3,0,2,1,1,62700.08,0,5,"SILVER",245
"She",452,"France","Male","30",7,112935.87,1,1,1,99017.34,0,1,"DIAMOND",575
"Pai",683,"Spain","Female","24",8,98567.1,1,1,0,187987.01,0,1,"SILVER",987
"Kruglov",577,"France","Female","26",1,180530.51,1,0,0,123454.62,0,3,"DIAMOND",873
"Chin",552,"France","Male","33",5,140931.57,1,0,1,10921.5,0,5,"PLATINUM",330
"King",769,"Germany","Female","31",7,148913.72,2,1,0,53817.23,0,5,"SILVER",763
"Hansen",691,"France","Male","38",7,0,2,0,0,81617.4,0,4,"GOLD",833
"Ting",818,"France","Female","49",2,0,1,0,1,192298.84,1,4,"GOLD",544
"Stone",739,"France","Male","41",5,0,2,0,0,143882.25,0,5,"PLATINUM",574
"McLean",639,"France","Female","50",6,115335.32,2,1,1,53130.41,0,3,"DIAMOND",508
"Zikoranachidimma",651,"France","Female","65",0,0,2,1,1,190454.04,0,4,"PLATINUM",700
"Fu",779,"France","Female","26",0,0,2,0,1,111906,0,2,"DIAMOND",804
"Trevisano",850,"Germany","Female","33",7,134678.13,1,1,0,113177.95,0,3,"GOLD",596
"Fallaci",829,"France","Male","38",9,0,2,1,0,30529.88,0,5,"SILVER",541
"Wiley",579,"Germany","Male","31",2,90547.48,2,1,1,18800.13,0,1,"GOLD",304
"Chiagoziem",510,"France","Male","32",9,103324.78,1,1,1,46127.7,0,3,"GOLD",244
"Murray",531,"France","Male","29",3,114590.58,1,0,0,75585.48,0,5,"DIAMOND",429
"Chuang",628,"Germany","Female","36",3,91286.51,1,1,0,63085.94,0,4,"SILVER",676
"Huang",633,"Spain","Male","32",5,163340.12,2,1,1,74415.2,0,2,"PLATINUM",527
"Chukwukere",714,"Spain","Male","45",8,150900.29,2,0,1,139889.15,0,5,"DIAMOND",734
"Hsia",604,"Spain","Male","23",9,124577.33,1,1,1,7267.25,0,4,"DIAMOND",470
"Lee",630,"Spain","Male","35",1,0,2,0,0,186826.22,0,1,"PLATINUM",548
"Theus",850,"Spain","Female","31",4,91292.7,1,1,1,162149.07,0,5,"GOLD",956
"Jennings",788,"Germany","Female","57",8,93716.72,1,1,1,180150.49,1,1,"GOLD",696
"Parker",798,"France","Female","37",4,111723.08,1,1,1,83478.12,0,4,"SILVER",778
"Tan",770,"Germany","Male","45",4,110765.68,1,1,0,26163.74,1,1,"GOLD",550
"Barry",569,"Germany","Male","25",9,173459.45,2,1,1,44381.06,0,3,"GOLD",255
"Tuan",425,"Spain","Female","22",7,169649.73,2,0,1,136365,1,2,"GOLD",619
"Patterson",547,"Spain","Female","31",9,0,2,0,0,99294.22,0,2,"GOLD",470
"Ofodile",725,"Germany","Male","45",8,116917.07,1,0,0,173464.43,1,5,"GOLD",489
"Chandler",506,"France","Male","37",5,0,2,1,1,127543.81,0,4,"SILVER",837
"Nash",632,"France","Female","36",7,0,2,1,1,52526.65,0,5,"DIAMOND",257
"Atkinson",620,"France","Male","22",0,0,1,1,0,32589.45,0,3,"GOLD",911
"Brenan",663,"Germany","Male","32",8,130627.66,1,1,0,47161.25,1,4,"SILVER",423
"Obidimkpa",700,"Spain","Female","46",5,56580.95,2,0,1,45424.13,0,2,"SILVER",868
"Terry",696,"Germany","Male","38",6,142316.14,1,1,1,8018.49,0,1,"GOLD",365
"Spring",767,"Spain","Male","31",6,0,2,1,1,195668,0,1,"PLATINUM",244
"Mahmood",561,"France","Male","56",7,152759,2,1,0,133167.11,1,2,"GOLD",377
"Campbell",350,"Germany","Male","39",0,109733.2,2,0,0,123602.11,1,2,"GOLD",261
"Bellucci",706,"France","Male","54",9,117444.51,1,1,1,186238.85,0,2,"PLATINUM",344
"Amaechi",464,"Spain","Female","34",5,76001.57,1,1,1,158668.87,0,1,"DIAMOND",527
"Foxall",501,"France","Female","34",3,107747.57,1,1,0,9249.36,0,5,"GOLD",396
"Bentley",745,"Spain","Female","35",8,0,2,1,1,116581.1,0,1,"PLATINUM",879
"Baird",587,"France","Female","36",1,134997.49,2,1,0,44688.08,0,1,"PLATINUM",675
"Howard",667,"France","Female","48",2,0,2,1,1,148608.39,0,1,"SILVER",797
"Henry",737,"France","Male","36",9,0,1,0,1,188670.9,1,3,"SILVER",848
"Sopuluchukwu",485,"Spain","Female","30",7,0,1,1,0,107067.37,0,1,"DIAMOND",829
"Rocher",590,"Spain","Female","37",0,64345.21,1,0,1,61759.33,1,5,"GOLD",282
"White",518,"Germany","Female","35",8,141665.63,1,0,1,192776.64,0,3,"GOLD",701
"Komar",581,"Spain","Female","29",8,0,2,1,0,46735.19,0,4,"PLATINUM",977
"Russo",785,"Germany","Female","33",5,136624.6,2,1,1,169117.74,0,3,"PLATINUM",368
"Loewenthal",799,"France","Female","52",4,161209.66,1,1,1,89081.41,0,4,"SILVER",373
"Aliyeva",698,"Spain","Male","38",10,95010.92,1,1,1,105227.86,0,4,"SILVER",227
"Montes",730,"France","Female","41",4,167545.32,1,1,0,128246.81,0,3,"DIAMOND",474
"Kuo",740,"Germany","Female","36",4,109044.6,1,0,0,94554.74,1,2,"DIAMOND",887
"Cheng",785,"France","Female","47",9,122031.55,1,1,1,33823.5,1,5,"GOLD",560
"McIntosh",527,"Spain","Female","29",2,27755.97,1,1,0,97468.44,1,3,"PLATINUM",525
"T'ao",544,"France","Female","29",1,118560.55,1,1,1,164137.36,0,3,"GOLD",796
"Tyndall",705,"France","Male","61",4,0,2,1,1,191313.7,0,2,"DIAMOND",606
"Bailey",684,"France","Male","34",9,0,2,1,1,65257.57,0,5,"SILVER",263
"Onyekaozulu",639,"Spain","Female","28",8,97840.72,1,1,1,178222.77,0,2,"DIAMOND",260
"Nwachukwu",565,"Germany","Female","38",2,158651.29,2,1,1,179445.28,0,4,"PLATINUM",805
"Romani",481,"France","Male","44",9,175303.06,1,1,0,65500.53,1,4,"PLATINUM",408
"Chin",731,"Spain","Male","25",8,96950.21,1,1,0,97877.92,0,5,"PLATINUM",448
"Bellucci",607,"France","Male","45",7,123859.6,1,0,1,113051.57,0,1,"DIAMOND",859
"Christmas",760,"France","Female","32",7,0,2,1,1,105969.05,0,4,"SILVER",843
"Moore",559,"France","Female","70",9,0,1,1,1,122996.76,0,4,"DIAMOND",765
"Genovesi",715,"France","Female","33",3,85227.84,1,1,1,68087.15,0,4,"GOLD",648
"Cartwright",656,"France","Male","36",8,97786.08,2,0,1,21478.36,0,3,"PLATINUM",662
"Johnstone",652,"Germany","Male","33",7,128135.99,1,1,0,158437.73,0,5,"DIAMOND",671
"Warner",624,"Spain","Male","33",6,0,2,0,0,76551.7,0,5,"GOLD",566
"Stephenson",634,"Spain","Male","36",2,85996.19,1,1,0,15887.68,0,4,"SILVER",552
"Ellis",850,"Spain","Female","50",10,0,2,1,1,33741.84,0,2,"PLATINUM",802
"Nebechi",659,"Germany","Female","39",1,104502.11,1,1,0,20652.69,0,5,"DIAMOND",966
"Chu",529,"Spain","Male","35",5,95772.97,1,1,1,112781.5,0,5,"DIAMOND",619
"Onuchukwu",572,"Spain","Male","31",5,98108.79,1,0,1,119996.95,0,1,"GOLD",639
"Steele",640,"Germany","Male","39",9,131607.28,4,0,1,6981.43,1,2,"GOLD",436
"Quaife",770,"Spain","Male","55",9,63127.41,2,1,0,185211.28,1,4,"SILVER",968
"Scott",648,"Spain","Male","35",7,0,2,1,1,78436.36,0,2,"SILVER",853
"Yeh",579,"France","Male","31",9,0,1,0,1,139048,0,5,"SILVER",779
"Y?",589,"Germany","Female","36",9,140355.56,2,1,0,136329.96,0,2,"PLATINUM",236
"Conti",530,"Spain","Female","36",2,0,2,1,1,14721.8,0,5,"GOLD",972
"Holder",831,"France","Male","30",2,0,2,0,1,3430.38,0,1,"DIAMOND",841
"Burgess",790,"Germany","Male","24",7,107418.27,1,0,1,160450.21,0,1,"PLATINUM",726
"Ozuluonye",656,"France","Male","35",6,0,2,1,0,1485.27,0,2,"SILVER",631
"De Luca",563,"Spain","Male","32",6,0,2,1,1,19720.08,0,4,"SILVER",574
"Li Fonti",667,"Spain","Male","39",7,167557.12,1,1,1,41183.02,0,1,"DIAMOND",385
"Freeman",613,"Spain","Male","34",8,117300.02,1,1,0,139410.08,0,5,"SILVER",572
"Pisani",429,"France","Male","60",7,0,2,1,1,163691.48,0,5,"DIAMOND",778
"Ignatieff",665,"France","Female","23",9,143672.9,1,1,1,115147.33,0,3,"SILVER",640
"Lahti",731,"France","Male","33",4,0,2,1,1,74945.11,0,3,"GOLD",383
"Perkins",584,"France","Female","37",1,0,2,1,1,180363.56,0,2,"SILVER",684
"Conway",634,"Germany","Female","31",8,76798.92,1,0,0,196021.73,0,4,"DIAMOND",373
"Hayes",488,"France","Male","34",3,0,2,1,1,125979.36,0,1,"GOLD",974
"Rizzo",535,"Spain","Female","49",7,115309.75,1,1,0,111421.77,0,5,"GOLD",885
"Krylov",776,"France","Female","29",7,178171.04,2,1,1,115818.51,0,5,"DIAMOND",977
"Li Fonti",850,"Spain","Female","38",3,0,2,0,1,179360.76,0,2,"DIAMOND",729
"Talbot",673,"Spain","Female","37",0,0,2,0,0,82351.06,0,1,"PLATINUM",602
"Matthias",850,"Germany","Female","45",5,127258.79,1,1,1,192744.23,1,3,"SILVER",380
